Index,Company,Account Type,Twitter Handle,Year,Original Tweets,Retweets,Reply Tweets,Quote Tweets,Original Tweet Retweets,Original Tweet Likes,Original Tweet Replies,Original Tweet Quotes
2,ENTERGY CORP,Corporate,@Entergy,2011,290.0,0.0,33.0,0.0,165,20,12,0
3,ENTERGY CORP,Corporate,@Entergy,2012,788.0,50.0,189.0,0.0,2333,149,436,0
4,ENTERGY CORP,Corporate,@Entergy,2013,408.0,19.0,21.0,0.0,736,102,81,0
5,ENTERGY CORP,Corporate,@Entergy,2014,406.0,47.0,37.0,0.0,630,247,58,0
6,ENTERGY CORP,Corporate,@Entergy,2015,444.0,198.0,64.0,0.0,656,427,30,0
7,ENTERGY CORP,Corporate,@Entergy,2016,474.0,100.0,12.0,1.0,876,1146,37,42
8,ENTERGY CORP,Corporate,@Entergy,2017,377.0,174.0,350.0,9.0,1022,1427,33,88
9,ENTERGY CORP,Corporate,@Entergy,2018,350.0,205.0,776.0,42.0,771,2166,288,197
10,ENTERGY CORP,Corporate,@Entergy,2019,361.0,290.0,881.0,28.0,743,2475,131,88
11,ENTERGY CORP,Corporate,@Entergy,2020,623.0,272.0,1346.0,21.0,948,2869,209,131
12,ENTERGY CORP,Corporate,@Entergy,2021,588.0,189.0,1025.0,8.0,964,2908,488,150
13,ENTERGY CORP,Corporate,@Entergy,2022,744.0,97.0,226.0,6.0,501,2142,426,125
0,WHIRLPOOL CORP,Corporate,@WhirlpoolCorp,2009,2.0,0.0,1.0,0.0,0,0,0,0
1,WHIRLPOOL CORP,Corporate,@WhirlpoolCorp,2010,69.0,10.0,19.0,0.0,74,8,0,0
2,WHIRLPOOL CORP,Corporate,@WhirlpoolCorp,2011,338.0,20.0,121.0,0.0,725,26,70,0
3,WHIRLPOOL CORP,Corporate,@WhirlpoolCorp,2012,283.0,109.0,76.0,0.0,1124,83,245,0
4,WHIRLPOOL CORP,Corporate,@WhirlpoolCorp,2013,731.0,290.0,212.0,0.0,844,336,253,3
5,WHIRLPOOL CORP,Corporate,@WhirlpoolCorp,2014,1324.0,370.0,440.0,0.0,1551,1217,239,0
6,WHIRLPOOL CORP,Corporate,@WhirlpoolCorp,2015,1999.0,357.0,250.0,225.0,2081,2652,261,3
7,WHIRLPOOL CORP,Corporate,@WhirlpoolCorp,2016,1844.0,50.0,123.0,52.0,3280,6900,355,230
8,WHIRLPOOL CORP,Corporate,@WhirlpoolCorp,2017,1250.0,59.0,74.0,17.0,2650,6269,717,359
9,WHIRLPOOL CORP,Corporate,@WhirlpoolCorp,2018,1305.0,30.0,61.0,4.0,1657,6463,376,212
10,WHIRLPOOL CORP,Corporate,@WhirlpoolCorp,2019,850.0,46.0,270.0,6.0,1597,5394,508,249
11,WHIRLPOOL CORP,Corporate,@WhirlpoolCorp,2020,568.0,27.0,347.0,3.0,888,3449,730,161
12,WHIRLPOOL CORP,Corporate,@WhirlpoolCorp,2021,418.0,25.0,397.0,2.0,562,2453,769,80
13,WHIRLPOOL CORP,Corporate,@WhirlpoolCorp,2022,235.0,19.0,1136.0,1.0,231,1137,2772,127
0,HERSHEY FOODS,Corporate,@Hersheys,2011,3156.0,130.0,160.0,0.0,1029,207,1212,0
1,HERSHEY FOODS,Corporate,@Hersheys,2012,1739.0,278.0,1900.0,0.0,2404,852,1582,0
2,HERSHEY FOODS,Corporate,@Hersheys,2013,685.0,45.0,694.0,0.0,8014,5659,1041,0
3,HERSHEY FOODS,Corporate,@Hersheys,2014,348.0,9.0,1307.0,0.0,3723,4796,682,2
4,HERSHEY FOODS,Corporate,@Hersheys,2015,189.0,2.0,802.0,1.0,4895,14460,451,3
5,HERSHEY FOODS,Corporate,@Hersheys,2016,310.0,161.0,3636.0,4.0,36809,157786,3181,1630
6,HERSHEY FOODS,Corporate,@Hersheys,2017,126.0,24.0,1525.0,7.0,4024,17502,817,1162
7,HERSHEY FOODS,Corporate,@Hersheys,2018,116.0,64.0,950.0,7.0,4988,26698,1633,1826
8,HERSHEY FOODS,Corporate,@Hersheys,2019,38.0,10.0,919.0,23.0,1571,7074,1007,854
9,HERSHEY FOODS,Corporate,@Hersheys,2020,16.0,0.0,480.0,3.0,1337,10006,577,439
10,HERSHEY FOODS,Corporate,@Hersheys,2021,10.0,0.0,83.0,1.0,1649,6390,12832,886
11,HERSHEY FOODS,Corporate,@Hersheys,2022,7.0,0.0,291.0,0.0,967,5495,4457,284
0,AMERICAN WATER WORKS INC,Corporate,@awwa,2009,1.0,0.0,0.0,0.0,1,0,0,0
1,AMERICAN WATER WORKS INC,Corporate,@awwa,2010,127.0,3.0,1.0,0.0,41,5,0,0
2,AMERICAN WATER WORKS INC,Corporate,@awwa,2011,520.0,52.0,49.0,0.0,237,20,27,0
3,AMERICAN WATER WORKS INC,Corporate,@awwa,2012,1213.0,378.0,97.0,0.0,1045,95,150,0
4,AMERICAN WATER WORKS INC,Corporate,@awwa,2013,805.0,95.0,96.0,0.0,1113,271,138,0
5,AMERICAN WATER WORKS INC,Corporate,@awwa,2014,700.0,67.0,75.0,1.0,1250,601,104,0
6,AMERICAN WATER WORKS INC,Corporate,@awwa,2015,591.0,89.0,71.0,3.0,1243,1186,66,1
7,AMERICAN WATER WORKS INC,Corporate,@awwa,2016,561.0,36.0,36.0,2.0,1144,1837,60,89
8,AMERICAN WATER WORKS INC,Corporate,@awwa,2017,518.0,132.0,61.0,9.0,1293,2934,50,201
9,AMERICAN WATER WORKS INC,Corporate,@awwa,2018,593.0,146.0,172.0,52.0,1277,4166,65,308
10,AMERICAN WATER WORKS INC,Corporate,@awwa,2019,630.0,614.0,45.0,45.0,1117,4817,55,293
11,AMERICAN WATER WORKS INC,Corporate,@awwa,2020,1047.0,461.0,41.0,48.0,1454,6123,86,309
12,AMERICAN WATER WORKS INC,Corporate,@awwa,2021,1348.0,321.0,8.0,13.0,957,4398,62,235
13,AMERICAN WATER WORKS INC,Corporate,@awwa,2022,1391.0,403.0,82.0,23.0,632,2435,99,136
0,ESSEX PROPERTY TRUST REIT INC,Corporate,@EssexApartments,2009,193.0,0.0,19.0,0.0,0,7,0,0
1,ESSEX PROPERTY TRUST REIT INC,Corporate,@EssexApartments,2010,74.0,0.0,21.0,0.0,4,5,0,0
2,ESSEX PROPERTY TRUST REIT INC,Corporate,@EssexApartments,2011,289.0,1.0,30.0,0.0,8,1,10,0
3,ESSEX PROPERTY TRUST REIT INC,Corporate,@EssexApartments,2012,494.0,0.0,2.0,0.0,11,0,31,0
4,ESSEX PROPERTY TRUST REIT INC,Corporate,@EssexApartments,2013,217.0,0.0,0.0,0.0,10,21,11,0
5,ESSEX PROPERTY TRUST REIT INC,Corporate,@EssexApartments,2014,146.0,3.0,5.0,0.0,12,17,6,0
6,ESSEX PROPERTY TRUST REIT INC,Corporate,@EssexApartments,2015,235.0,44.0,59.0,2.0,43,128,7,0
7,ESSEX PROPERTY TRUST REIT INC,Corporate,@EssexApartments,2016,97.0,8.0,27.0,7.0,89,653,42,9
8,ESSEX PROPERTY TRUST REIT INC,Corporate,@EssexApartments,2017,19.0,0.0,12.0,0.0,8,29,3,0
9,ESSEX PROPERTY TRUST REIT INC,Corporate,@EssexApartments,2018,48.0,1.0,29.0,0.0,3,31,10,1
10,ESSEX PROPERTY TRUST REIT INC,Corporate,@EssexApartments,2019,1.0,1.0,14.0,0.0,1,1,3,0
11,ESSEX PROPERTY TRUST REIT INC,Corporate,@EssexApartments,2020,104.0,0.0,36.0,1.0,3,32,10,1
12,ESSEX PROPERTY TRUST REIT INC,Corporate,@EssexApartments,2021,221.0,0.0,28.0,2.0,53,117,40,0
13,ESSEX PROPERTY TRUST REIT INC,Corporate,@EssexApartments,2022,78.0,1.0,3.0,0.0,16,42,25,0
0,NATIONAL OILWELL VARCO INC,Corporate,@NOVGlobal,2014,128.0,18.0,4.0,0.0,152,124,18,0
1,NATIONAL OILWELL VARCO INC,Corporate,@NOVGlobal,2015,341.0,66.0,11.0,3.0,541,648,34,0
2,NATIONAL OILWELL VARCO INC,Corporate,@NOVGlobal,2016,117.0,12.0,11.0,4.0,377,493,11,24
3,NATIONAL OILWELL VARCO INC,Corporate,@NOVGlobal,2017,140.0,11.0,1.0,1.0,359,395,9,13
4,NATIONAL OILWELL VARCO INC,Corporate,@NOVGlobal,2018,259.0,21.0,9.0,2.0,686,1884,31,93
5,NATIONAL OILWELL VARCO INC,Corporate,@NOVGlobal,2019,271.0,23.0,13.0,2.0,527,1843,37,53
6,NATIONAL OILWELL VARCO INC,Corporate,@NOVGlobal,2020,73.0,0.0,0.0,2.0,69,248,8,6
7,NATIONAL OILWELL VARCO INC,Corporate,@NOVGlobal,2021,31.0,1.0,0.0,0.0,9,92,4,0
8,NATIONAL OILWELL VARCO INC,Corporate,@NOVGlobal,2022,59.0,2.0,1.0,0.0,28,116,21,1
0,FREEPORT MCMORAN INC,Corporate,@FM_FCX,2019,3.0,0.0,0.0,0.0,1,27,15,5
1,FREEPORT MCMORAN INC,Corporate,@FM_FCX,2020,79.0,13.0,1.0,3.0,151,644,115,35
2,FREEPORT MCMORAN INC,Corporate,@FM_FCX,2021,76.0,7.0,0.0,5.0,152,779,75,27
3,FREEPORT MCMORAN INC,Corporate,@FM_FCX,2022,68.0,9.0,0.0,4.0,220,886,234,27
0,WESTERN DIGITAL CORP,Corporate,@WesternDigital,2017,584,199,223,9,1464,5258,168,114
1,WESTERN DIGITAL CORP,Corporate,@WesternDigital,2018,778,234,283,11,4210,31526,605,340
2,WESTERN DIGITAL CORP,Corporate,@WesternDigital,2019,453,107,263,19,2355,26018,280,132
3,WESTERN DIGITAL CORP,Corporate,@WesternDigital,2020,201,75,914,21,3683,41177,426,142
4,WESTERN DIGITAL CORP,Corporate,@WesternDigital,2021,195,2,266,1,3071,39620,1082,336
5,WESTERN DIGITAL CORP,Corporate,@WesternDigital,2022,471,2,27,2,3414,32465,1275,216
0,CITRIX SYSTEMS INC,Corporate,@citrix,2009,288.0,0.0,9.0,0.0,0,6,0,0
1,CITRIX SYSTEMS INC,Corporate,@citrix,2010,69.0,137.0,26.0,0.0,132,29,0,0
2,CITRIX SYSTEMS INC,Corporate,@citrix,2011,154.0,37.0,69.0,0.0,755,139,26,0
3,CITRIX SYSTEMS INC,Corporate,@citrix,2012,1235.0,415.0,505.0,0.0,5840,1002,696,0
4,CITRIX SYSTEMS INC,Corporate,@citrix,2013,824.0,437.0,411.0,0.0,7993,3442,606,0
5,CITRIX SYSTEMS INC,Corporate,@citrix,2014,1727.0,372.0,960.0,0.0,12722,11612,987,2
6,CITRIX SYSTEMS INC,Corporate,@citrix,2015,1595.0,471.0,585.0,74.0,11806,13313,681,3
7,CITRIX SYSTEMS INC,Corporate,@citrix,2016,2400.0,773.0,544.0,143.0,18931,26480,748,600
8,CITRIX SYSTEMS INC,Corporate,@citrix,2017,2313.0,595.0,375.0,126.0,14416,34685,700,1078
9,CITRIX SYSTEMS INC,Corporate,@citrix,2018,1641.0,224.0,705.0,92.0,11649,59078,1096,1233
10,CITRIX SYSTEMS INC,Corporate,@citrix,2019,4924.0,161.0,764.0,86.0,31232,403039,2441,1793
11,CITRIX SYSTEMS INC,Corporate,@citrix,2020,1536.0,347.0,202.0,61.0,17621,169403,3161,1725
12,CITRIX SYSTEMS INC,Corporate,@citrix,2021,1440.0,1109.0,106.0,43.0,16643,148994,2324,892
13,CITRIX SYSTEMS INC,Corporate,@citrix,2022,996.0,409.0,20.0,16.0,8840,72836,1448,371
0,LABORATORY CORPORATION OF AMERICA,Corporate,@LABCORP,2020,215,33,133,10,1414,3924,400,187
1,LABORATORY CORPORATION OF AMERICA,Corporate,@LABCORP,2021,160,17,209,6,428,1682,111,44
2,LABORATORY CORPORATION OF AMERICA,Corporate,@LABCORP,2022,307,18,770,29,362,1881,175,53
0,LAM RESEARCH CORP,Corporate,@LamResearch,2014,470.0,34.0,19.0,0.0,244,232,51,1
1,LAM RESEARCH CORP,Corporate,@LamResearch,2015,1152.0,101.0,66.0,0.0,934,1120,67,2
2,LAM RESEARCH CORP,Corporate,@LamResearch,2016,749.0,65.0,9.0,0.0,1101,3347,48,37
3,LAM RESEARCH CORP,Corporate,@LamResearch,2017,825.0,27.0,3.0,0.0,1806,2941,55,79
4,LAM RESEARCH CORP,Corporate,@LamResearch,2018,944.0,36.0,18.0,9.0,1195,2794,86,47
5,LAM RESEARCH CORP,Corporate,@LamResearch,2019,1122.0,55.0,65.0,15.0,762,3703,125,70
6,LAM RESEARCH CORP,Corporate,@LamResearch,2020,725.0,8.0,88.0,30.0,362,2455,165,71
7,LAM RESEARCH CORP,Corporate,@LamResearch,2021,212.0,2.0,46.0,33.0,320,2314,80,39
8,LAM RESEARCH CORP,Corporate,@LamResearch,2022,60.0,2.0,11.0,8.0,676,4349,71,36
0,EQT CORP,Corporate,@EQTCorp,2017,23.0,4.0,0.0,2.0,34,69,2,2
1,EQT CORP,Corporate,@EQTCorp,2018,166.0,44.0,0.0,6.0,140,377,2,11
2,EQT CORP,Corporate,@EQTCorp,2019,246.0,45.0,12.0,27.0,115,930,23,19
3,EQT CORP,Corporate,@EQTCorp,2020,145.0,49.0,4.0,23.0,103,834,23,24
4,EQT CORP,Corporate,@EQTCorp,2021,126.0,71.0,4.0,8.0,155,898,27,31
5,EQT CORP,Corporate,@EQTCorp,2022,144.0,21.0,16.0,3.0,694,3290,218,202
0,FASTENAL,Corporate,@FastenalCompany,2010,47.0,0.0,0.0,0.0,16,2,1,0
1,FASTENAL,Corporate,@FastenalCompany,2011,26.0,0.0,0.0,0.0,19,5,2,0
2,FASTENAL,Corporate,@FastenalCompany,2012,202.0,24.0,26.0,0.0,297,27,28,0
3,FASTENAL,Corporate,@FastenalCompany,2013,549.0,139.0,171.0,0.0,941,241,146,0
4,FASTENAL,Corporate,@FastenalCompany,2014,442.0,226.0,127.0,0.0,870,737,110,1
5,FASTENAL,Corporate,@FastenalCompany,2015,521.0,156.0,70.0,1.0,718,964,72,1
6,FASTENAL,Corporate,@FastenalCompany,2016,570.0,198.0,42.0,30.0,1495,3058,123,45
7,FASTENAL,Corporate,@FastenalCompany,2017,132.0,70.0,16.0,13.0,6077,3311,420,160
8,FASTENAL,Corporate,@FastenalCompany,2018,78.0,42.0,10.0,13.0,707,901,78,19
9,FASTENAL,Corporate,@FastenalCompany,2019,290.0,45.0,10.0,16.0,261,1604,86,31
10,FASTENAL,Corporate,@FastenalCompany,2020,340.0,4.0,6.0,5.0,232,1308,163,43
11,FASTENAL,Corporate,@FastenalCompany,2021,245.0,6.0,16.0,5.0,146,1118,39,13
12,FASTENAL,Corporate,@FastenalCompany,2022,205.0,11.0,4.0,5.0,85,759,23,7
0,SKYWORKS SOLUTIONS INC,Corporate,@skyworksinc,2009,13.0,0.0,0,0.0,0,0,0,0
1,SKYWORKS SOLUTIONS INC,Corporate,@skyworksinc,2010,32.0,0.0,0,0.0,3,7,0,0
2,SKYWORKS SOLUTIONS INC,Corporate,@skyworksinc,2011,33.0,0.0,0,0.0,9,5,0,0
3,SKYWORKS SOLUTIONS INC,Corporate,@skyworksinc,2012,43.0,0.0,0,0.0,7,3,2,0
4,SKYWORKS SOLUTIONS INC,Corporate,@skyworksinc,2013,77.0,0.0,0,0.0,32,6,2,0
5,SKYWORKS SOLUTIONS INC,Corporate,@skyworksinc,2014,47.0,0.0,0,0.0,15,8,5,0
6,SKYWORKS SOLUTIONS INC,Corporate,@skyworksinc,2015,48.0,0.0,0,0.0,28,24,4,0
7,SKYWORKS SOLUTIONS INC,Corporate,@skyworksinc,2016,538.0,0.0,0,0.0,57,144,0,6
8,SKYWORKS SOLUTIONS INC,Corporate,@skyworksinc,2017,334.0,1.0,0,0.0,102,158,6,5
9,SKYWORKS SOLUTIONS INC,Corporate,@skyworksinc,2018,91.0,6.0,0,1.0,93,224,6,3
10,SKYWORKS SOLUTIONS INC,Corporate,@skyworksinc,2019,97.0,0.0,0,2.0,69,254,12,8
11,SKYWORKS SOLUTIONS INC,Corporate,@skyworksinc,2020,138.0,16.0,0,0.0,72,304,11,5
12,SKYWORKS SOLUTIONS INC,Corporate,@skyworksinc,2021,68.0,13.0,0,1.0,57,232,19,10
13,SKYWORKS SOLUTIONS INC,Corporate,@skyworksinc,2022,80.0,1.0,0,9.0,48,229,6,3
0,AUTODESK INC,Corporate,@autodesk,2009,43.0,0.0,4.0,0.0,0,8,0,0
1,AUTODESK INC,Corporate,@autodesk,2010,213.0,12.0,71.0,0.0,485,151,0,0
2,AUTODESK INC,Corporate,@autodesk,2011,508.0,56.0,52.0,0.0,1572,412,92,0
3,AUTODESK INC,Corporate,@autodesk,2012,604.0,56.0,48.0,0.0,3321,940,319,0
4,AUTODESK INC,Corporate,@autodesk,2013,756.0,62.0,134.0,0.0,7040,3129,425,1
5,AUTODESK INC,Corporate,@autodesk,2014,1229.0,139.0,73.0,0.0,18400,15623,1169,2
6,AUTODESK INC,Corporate,@autodesk,2015,1308.0,302.0,112.0,3.0,16769,19227,731,8
7,AUTODESK INC,Corporate,@autodesk,2016,1299.0,404.0,240.0,14.0,18685,31115,523,1602
8,AUTODESK INC,Corporate,@autodesk,2017,961.0,166.0,81.0,20.0,10179,21087,483,1470
9,AUTODESK INC,Corporate,@autodesk,2018,743.0,42.0,5.0,3.0,6059,16295,324,1048
10,AUTODESK INC,Corporate,@autodesk,2019,720.0,296.0,13.0,13.0,4271,16015,431,1046
11,AUTODESK INC,Corporate,@autodesk,2020,725.0,199.0,27.0,26.0,2411,9245,334,362
12,AUTODESK INC,Corporate,@autodesk,2021,682.0,135.0,2.0,10.0,2522,8775,440,726
13,AUTODESK INC,Corporate,@autodesk,2022,234.0,87.0,77.0,9.0,1085,6336,231,170
0,MICRON TECHNOLOGY INC,Corporate,@MicronTech,2009,134.0,0.0,1.0,0.0,0,1,0,0
1,MICRON TECHNOLOGY INC,Corporate,@MicronTech,2010,140.0,10.0,4.0,0.0,75,7,0,0
2,MICRON TECHNOLOGY INC,Corporate,@MicronTech,2011,44.0,13.0,1.0,0.0,47,2,4,0
3,MICRON TECHNOLOGY INC,Corporate,@MicronTech,2012,212.0,4.0,6.0,0.0,278,33,27,0
4,MICRON TECHNOLOGY INC,Corporate,@MicronTech,2013,111.0,23.0,4.0,0.0,93,33,9,0
5,MICRON TECHNOLOGY INC,Corporate,@MicronTech,2014,71.0,30.0,1.0,0.0,75,56,8,0
6,MICRON TECHNOLOGY INC,Corporate,@MicronTech,2015,109.0,6.0,2.0,0.0,161,176,20,0
7,MICRON TECHNOLOGY INC,Corporate,@MicronTech,2016,176.0,6.0,1.0,1.0,238,361,12,16
8,MICRON TECHNOLOGY INC,Corporate,@MicronTech,2017,413.0,63.0,8.0,25.0,680,1519,24,96
9,MICRON TECHNOLOGY INC,Corporate,@MicronTech,2018,563.0,148.0,51.0,66.0,1392,4056,227,227
10,MICRON TECHNOLOGY INC,Corporate,@MicronTech,2019,611.0,237.0,103.0,48.0,1737,7326,325,246
11,MICRON TECHNOLOGY INC,Corporate,@MicronTech,2020,569.0,82.0,37.0,52.0,1851,8273,390,271
12,MICRON TECHNOLOGY INC,Corporate,@MicronTech,2021,521.0,125.0,21.0,30.0,1754,10550,570,233
13,MICRON TECHNOLOGY INC,Corporate,@MicronTech,2022,329.0,40.0,25.0,31.0,1472,7634,669,463
0,ALCOA INC,Corporate,@Alcoa,2009,314.0,0.0,0.0,0.0,0,8,0,0
1,ALCOA INC,Corporate,@Alcoa,2010,180.0,1.0,2.0,0.0,46,10,0,0
2,ALCOA INC,Corporate,@Alcoa,2011,514.0,90.0,31.0,0.0,314,59,26,0
3,ALCOA INC,Corporate,@Alcoa,2012,775.0,179.0,83.0,0.0,1071,139,100,0
4,ALCOA INC,Corporate,@Alcoa,2013,937.0,100.0,306.0,0.0,1088,313,149,0
5,ALCOA INC,Corporate,@Alcoa,2014,599.0,167.0,82.0,0.0,1101,819,117,0
6,ALCOA INC,Corporate,@Alcoa,2015,253.0,61.0,9.0,27.0,829,849,85,0
7,ALCOA INC,Corporate,@Alcoa,2016,368.0,44.0,4.0,23.0,1315,2492,193,103
8,ALCOA INC,Corporate,@Alcoa,2017,70.0,11.0,1.0,21.0,252,699,22,47
9,ALCOA INC,Corporate,@Alcoa,2018,70.0,19.0,1.0,16.0,272,709,113,35
10,ALCOA INC,Corporate,@Alcoa,2019,67.0,17.0,0.0,12.0,143,443,56,18
11,ALCOA INC,Corporate,@Alcoa,2020,54.0,4.0,1.0,6.0,121,415,28,13
12,ALCOA INC,Corporate,@Alcoa,2021,98.0,3.0,1.0,8.0,139,790,47,29
13,ALCOA INC,Corporate,@Alcoa,2022,158.0,3.0,4.0,6.0,98,820,47,26
0,ROYAL CARIBBEAN CRUISES LTD,Corporate,@RoyalCaribbean,2010,274.0,17.0,180.0,0.0,571,95,0,0
1,ROYAL CARIBBEAN CRUISES LTD,Corporate,@RoyalCaribbean,2011,803.0,76.0,1523.0,0.0,2438,228,1331,1
2,ROYAL CARIBBEAN CRUISES LTD,Corporate,@RoyalCaribbean,2012,681.0,53.0,1091.0,0.0,6160,842,2191,2
3,ROYAL CARIBBEAN CRUISES LTD,Corporate,@RoyalCaribbean,2013,624.0,56.0,1557.0,0.0,11035,9232,4847,3
4,ROYAL CARIBBEAN CRUISES LTD,Corporate,@RoyalCaribbean,2014,582.0,77.0,3685.0,0.0,20007,38045,4320,5
5,ROYAL CARIBBEAN CRUISES LTD,Corporate,@RoyalCaribbean,2015,722.0,26.0,4148.0,6.0,15096,36399,2996,1
6,ROYAL CARIBBEAN CRUISES LTD,Corporate,@RoyalCaribbean,2016,904.0,48.0,4970.0,19.0,22952,75770,2958,1367
7,ROYAL CARIBBEAN CRUISES LTD,Corporate,@RoyalCaribbean,2017,886.0,8.0,9865.0,22.0,28871,122511,5364,3896
8,ROYAL CARIBBEAN CRUISES LTD,Corporate,@RoyalCaribbean,2018,1033.0,16.0,13763.0,3.0,18940,115631,6980,4565
9,ROYAL CARIBBEAN CRUISES LTD,Corporate,@RoyalCaribbean,2019,1073.0,18.0,17908.0,44.0,21595,171361,7614,3475
10,ROYAL CARIBBEAN CRUISES LTD,Corporate,@RoyalCaribbean,2020,403.0,1.0,9456.0,24.0,8731,76464,5795,1770
11,ROYAL CARIBBEAN CRUISES LTD,Corporate,@RoyalCaribbean,2021,317.0,6.0,5771.0,5.0,7011,66363,4763,1387
12,ROYAL CARIBBEAN CRUISES LTD,Corporate,@RoyalCaribbean,2022,692.0,18.0,7515.0,10.0,12393,130260,7418,1733
0,EXPEDIA INC,Corporate,@Expedia,2009,479.0,0.0,218.0,0.0,0,104,0,0
1,EXPEDIA INC,Corporate,@Expedia,2010,269.0,0.0,298.0,0.0,275,72,0,0
2,EXPEDIA INC,Corporate,@Expedia,2011,983.0,1.0,2068.0,0.0,1643,299,1148,2
3,EXPEDIA INC,Corporate,@Expedia,2012,2609.0,81.0,1742.0,0.0,11642,1915,17537,3
4,EXPEDIA INC,Corporate,@Expedia,2013,5496.0,126.0,2267.0,0.0,15349,6678,27218,2
5,EXPEDIA INC,Corporate,@Expedia,2014,4803.0,508.0,3812.0,1.0,28781,31507,40331,6
6,EXPEDIA INC,Corporate,@Expedia,2015,4141.0,601.0,5984.0,108.0,31580,48281,42089,14
7,EXPEDIA INC,Corporate,@Expedia,2016,3146.0,311.0,10233.0,1186.0,22843,51437,33130,1366
8,EXPEDIA INC,Corporate,@Expedia,2017,1143.0,580.0,16192.0,517.0,6218,15186,13352,850
9,EXPEDIA INC,Corporate,@Expedia,2018,843.0,220.0,13216.0,327.0,4895,14531,10960,615
10,EXPEDIA INC,Corporate,@Expedia,2019,908.0,204.0,11512.0,179.0,6572,18442,13650,639
11,EXPEDIA INC,Corporate,@Expedia,2020,381.0,59.0,7431.0,48.0,3081,12345,11907,690
12,EXPEDIA INC,Corporate,@Expedia,2021,418.0,224.0,2424.0,89.0,2987,18534,11775,725
13,EXPEDIA INC,Corporate,@Expedia,2022,26383.0,181.0,571.0,45.0,11142,63048,24876,7678
0,WW GRAINGER INC,Corporate,@grainger,2012,368.0,21.0,62.0,0.0,103,11,16,0
1,WW GRAINGER INC,Corporate,@grainger,2013,1015.0,284.0,567.0,0.0,952,418,154,1
2,WW GRAINGER INC,Corporate,@grainger,2014,1045.0,131.0,1122.0,0.0,990,914,401,0
3,WW GRAINGER INC,Corporate,@grainger,2015,902.0,93.0,370.0,6.0,3025,4878,427,0
4,WW GRAINGER INC,Corporate,@grainger,2016,897.0,122.0,230.0,54.0,2913,12564,558,110
5,WW GRAINGER INC,Corporate,@grainger,2017,696.0,26.0,241.0,38.0,2429,8192,470,289
6,WW GRAINGER INC,Corporate,@grainger,2018,326.0,8.0,103.0,17.0,1633,4927,251,366
7,WW GRAINGER INC,Corporate,@grainger,2019,130.0,4.0,63.0,3.0,619,2608,334,183
8,WW GRAINGER INC,Corporate,@grainger,2020,268.0,1.0,44.0,5.0,759,3742,284,117
9,WW GRAINGER INC,Corporate,@grainger,2021,325.0,2.0,50.0,0.0,50,713,27,14
10,WW GRAINGER INC,Corporate,@grainger,2022,258.0,2.0,35.0,0.0,76,679,37,18
0,FRANKLIN RESOURCES INC,Corporate,@FTI_US,2011,101.0,2.0,0.0,0.0,24,5,1,0
2,FRANKLIN RESOURCES INC,Corporate,@FTI_US,2012,498.0,0.0,90.0,0.0,445,199,106,0
4,FRANKLIN RESOURCES INC,Corporate,@FTI_US,2013,802.0,1.0,8.0,0.0,1224,629,231,0
6,FRANKLIN RESOURCES INC,Corporate,@FTI_US,2014,1032.0,0.0,2.0,0.0,1754,2703,234,1
8,FRANKLIN RESOURCES INC,Corporate,@FTI_US,2015,1022.0,1.0,4.0,0.0,2249,3344,295,0
10,FRANKLIN RESOURCES INC,Corporate,@FTI_US,2016,1102.0,24.0,1.0,3.0,9149,18673,1531,420
12,FRANKLIN RESOURCES INC,Corporate,@FTI_US,2017,1218.0,13.0,0.0,1.0,8749,29189,2058,582
14,FRANKLIN RESOURCES INC,Corporate,@FTI_US,2018,723.0,39.0,2.0,0.0,1330,3668,242,92
16,FRANKLIN RESOURCES INC,Corporate,@FTI_US,2019,1232.0,27.0,0.0,0.0,1393,2975,302,184
18,FRANKLIN RESOURCES INC,Corporate,@FTI_US,2020,1862.0,87.0,11.0,4.0,52443,307214,24140,16948
20,FRANKLIN RESOURCES INC,Corporate,@FTI_US,2021,1395.0,69.0,0.0,13.0,857,1947,166,32
22,FRANKLIN RESOURCES INC,Corporate,@FTI_US,2022,944.0,31.0,9.0,34.0,634,1236,147,55
0,DAVITA HEALTHCARE PARTNERS INC,Corporate,@DaVita,2009,56.0,0.0,0.0,0.0,0,0,0,0
1,DAVITA HEALTHCARE PARTNERS INC,Corporate,@DaVita,2010,157.0,25.0,2.0,0.0,47,5,0,0
2,DAVITA HEALTHCARE PARTNERS INC,Corporate,@DaVita,2011,469.0,56.0,120.0,0.0,202,26,46,0
3,DAVITA HEALTHCARE PARTNERS INC,Corporate,@DaVita,2012,767.0,122.0,195.0,0.0,544,101,114,0
4,DAVITA HEALTHCARE PARTNERS INC,Corporate,@DaVita,2013,1431.0,357.0,445.0,0.0,1534,539,247,3
5,DAVITA HEALTHCARE PARTNERS INC,Corporate,@DaVita,2014,1127.0,321.0,303.0,0.0,1326,1030,141,0
6,DAVITA HEALTHCARE PARTNERS INC,Corporate,@DaVita,2015,938.0,246.0,100.0,3.0,1299,1341,90,0
7,DAVITA HEALTHCARE PARTNERS INC,Corporate,@DaVita,2016,1745.0,296.0,54.0,8.0,1839,3060,91,68
8,DAVITA HEALTHCARE PARTNERS INC,Corporate,@DaVita,2017,1975.0,183.0,77.0,73.0,1769,4111,287,192
