page,rating_overall,employment_status,review_title,review_link,review_date,employee_job,employee_loc,review_pros,review_cons,review_advice_mgmt,flag_incomplete,rating_components.Work/Life Balance,rating_components.Career Opportunities,rating_components.Compensation and Benefits,rating_components.Senior Management,summary_views.Recommend,summary_views.CEO Approval,summary_views.Business Outlook,supposed_n_reviews,Glassdoor Review Page,rating_components.Culture & Values
73,2.0,"Current Employee, more than 1 year",avarage,/Reviews/Employee-Review-Abercrombie-and-Fitch-RVW1686306.htm,"Jul 3, 2012",Anonymous Employee,,"associates
discount
sometimes work enviroment
getting out recruiting","long hours 
no appreciation from upper management",be realistic,0,1,3,2,1,negative,negative,neutral,7560,https://www.glassdoor.com/Reviews/Abercrombie-and-Fitch-Reviews-E6756.htm,2
73,3.0,"Former Employee, less than 1 year",Fun but tedious,/Reviews/Employee-Review-Abercrombie-and-Fitch-RVW1712223.htm,"Jul 10, 2012",Model,"Lenexa, KS",It always felt like a party coming to work with loud music and girls hanging all over you.,The managers always had you folding cloths and were to particular as to where you were located at while you were working.,Take a chill pill.,0,,3,,,blank,blank,blank,7560,https://www.glassdoor.com/Reviews/Abercrombie-and-Fitch-Reviews-E6756.htm,
73,2.0,Former Employee,"some valuable, basic management skills learned but all in all a stressful waste of my 4 year degree",/Reviews/Employee-Review-Abercrombie-and-Fitch-RVW1714986.htm,"Jul 10, 2012",,,"Collegiate atmosphere; great-looking employees, easy tasks with print-out ""how to"" step by step guides, planned events outside the store while on the clock for recruiting new employees at local hot spots and popular gatherings, basic business and operational experience, valuable loss prevention and security experience gained","Terrible schedule with two non-consecutive days off, sometimes working 6 or 7 days in a row without a day off because of ""lack of management coverage"", sometimes ""stretching"" or working an entire day without a break or an overlapping manager, poor communication with upper management, low pay rate","a more flexible schedule is desirable for an efficient management team. we are hired based on our image and aspirational qualities, so let us have a steady schedule to be able to make extracurricular plans, have a steady fitness schedule and healthy sleep/diet plan. Every brand I have worked at within the company have managers working overtime each week on a regular basis. Management pay should be increased.",0,1,2,1,2,negative,neutral,neutral,7560,https://www.glassdoor.com/Reviews/Abercrombie-and-Fitch-Reviews-E6756.htm,2
73,4.0,"Current Employee, less than 1 year",To manage a time in better way to meet target,/Reviews/Employee-Review-Abercrombie-and-Fitch-RVW1717444.htm,"Jul 11, 2012",Manager,,"Evening shifts
To lead a team and meet targets each day to complete tasks",Chain of managers to get feedback,Equality of work for managers,0,3,5,4,4,positive,positive,positive,7560,https://www.glassdoor.com/Reviews/Abercrombie-and-Fitch-Reviews-E6756.htm,4
73,1.0,"Former Employee, more than 1 year",Management was a mess and I never got paid for multiple shifts.,/Reviews/Employee-Review-Abercrombie-and-Fitch-RVW1719671.htm,"Jul 11, 2012",Anonymous Employee,,"Flexible schedule, Chill environment with okay music","Employees there are judgmental and sometimes, managers think they are way more superior in every single way possible.",They should spread hours more out evenly.,0,3,3,2,2,negative,neutral,neutral,7560,https://www.glassdoor.com/Reviews/Abercrombie-and-Fitch-Reviews-E6756.htm,1
74,3.0,"Former Employee, more than 1 year","Good discounts, cool people, mediocre job",/Reviews/Employee-Review-Abercrombie-and-Fitch-RVW1727040.htm,"Jul 13, 2012",Anonymous Employee,"Aurora, IL","cool people and laid back environment, good discount","managers are so young, managers and employees change frequently, minimum wage, few hours, strict on appearance and clothing rules",hire less people in general and more full time employees over a ton of part time employees,0,4,2,1,5,positive,neutral,blank,7560,https://www.glassdoor.com/Reviews/Abercrombie-and-Fitch-Reviews-E6756.htm,3
74,1.0,"Former Employee, less than 1 year",Will not recommend to anyone due to lack of wages and respect,/Reviews/Employee-Review-Abercrombie-and-Fitch-RVW1728298.htm,"Jul 13, 2012",Impact Team Member,"Nyack, NY","International company
Good knowledge of customer support","Low pay
Random hours
Short staffed 
Unecessary expenses
Minimum hours only scheduled",Increase the wages please. And schedule proper hours for all employees equally,0,,3,,,blank,blank,blank,7560,https://www.glassdoor.com/Reviews/Abercrombie-and-Fitch-Reviews-E6756.htm,1
74,2.0,"Current Employee, more than 1 year",Slave labor?,/Reviews/Employee-Review-Abercrombie-and-Fitch-RVW1731664.htm,"Jul 14, 2012",Model,"Los Angeles, CA","Flexible Hours
Easy to get shifts covered
Friendly Employees","Slave-Driving Managers
Extreme rules of clothes
Expensive uniforms",,0,3,2,1,1,positive,negative,neutral,7560,https://www.glassdoor.com/Reviews/Abercrombie-and-Fitch-Reviews-E6756.htm,1
74,2.0,"Former Employee, more than 1 year","overworked, bad management",/Reviews/Employee-Review-Abercrombie-and-Fitch-RVW1733472.htm,"Jul 15, 2012",Assistant Store Manager,"Tampa, FL","young, fun work environment, clothing discount, ability to move around to different store locations","poor management and training, long days, overtime is paid in HALF TIME pay, required to work overtime, low salary, constantly changing work schedule makes it difficult to have personal life",,0,2,2,2,2,negative,neutral,blank,7560,https://www.glassdoor.com/Reviews/Abercrombie-and-Fitch-Reviews-E6756.htm,3
74,3.0,"Former Employee, more than 1 year","Fun, however boring at times",/Reviews/Employee-Review-Abercrombie-and-Fitch-RVW1739665.htm,"Jul 16, 2012",Sales Associate (Model),"Carbondale, IL","Overall laid back environment, The associate discount is very nice especially with having to purchase uniform. Scheduling was never an issue, management always willing to work around school and other activities.","Too many people hired, thus limited hours despite having an open availability. At times the job was slow paced and boring, folding clothes for hours gets tiresome after awhile.",Increase associate pay.,0,5,2,3,4,blank,neutral,neutral,7560,https://www.glassdoor.com/Reviews/Abercrombie-and-Fitch-Reviews-E6756.htm,4
74,1.0,Former Employee,I would not consider this an ideal place to work.,/Reviews/Employee-Review-Abercrombie-and-Fitch-RVW1739900.htm,"Jul 16, 2012",,,Interview process was quick and was hired within days.,Personell is immature and irresponsible.,Keep a tighter leash on your employees,0,3,1,3,1,negative,negative,negative,7560,https://www.glassdoor.com/Reviews/Abercrombie-and-Fitch-Reviews-E6756.htm,1
74,3.0,"Current Employee, more than 1 year",Blah,/Reviews/Employee-Review-Abercrombie-and-Fitch-RVW1740799.htm,"Jul 17, 2012",Sales Associate (Model),"The Woodlands, TX",easy and easy to meet people,boring and slow and completely repetative,Try to not be so unavailable,0,2,2,2,3,positive,neutral,neutral,7560,https://www.glassdoor.com/Reviews/Abercrombie-and-Fitch-Reviews-E6756.htm,3
74,3.0,"Current Employee, more than 5 years",Model,/Reviews/Employee-Review-Abercrombie-and-Fitch-RVW1741809.htm,"Jul 17, 2012",Model,"Rochester Hills, MI",Not a bad place to work part time.  You meet a lot of new people.,Music can be overwhelming sometimes and boring when it's slow.,,0,4,3,2,4,positive,positive,blank,7560,https://www.glassdoor.com/Reviews/Abercrombie-and-Fitch-Reviews-E6756.htm,3
74,3.0,"Former Employee, more than 1 year",clean and cozy,/Reviews/Employee-Review-Abercrombie-and-Fitch-RVW1742620.htm,"Jul 17, 2012",,,"friendly environment, trendy people, amazing smell.",too loud music all day long,they should hire more employees,0,3,4,3,3,positive,positive,neutral,7560,https://www.glassdoor.com/Reviews/Abercrombie-and-Fitch-Reviews-E6756.htm,3
74,2.0,"Current Employee, more than 1 year","Great place to start, not a place to stay",/Reviews/Employee-Review-Abercrombie-and-Fitch-RVW1743335.htm,"Jul 17, 2012",Associate Allocator,"New Albany, OH","Great entry level salary. After a short training program you're really baptized by fire and have a large amount of responsibility. Young work force but also feels clicks like high school. Get to wear casual clothes.mlots of,opportunities for bonding with co workers outside of work. Beautiful home office campus. Sense of pride with your job.","The work life balance is non existent. Promotions are based on popularity not how well you know the business. In fact one of the first questions HR asks you during your review is who do you hang out with. If your five best friends aren't all a and f employees it's a huge negative. The business is driven by its CEO, but his vision does not match the economic environment and decisions based on his wants literally drive the company further in the red. Must wear Abercrombie clothes everyday, but even with the discount that still is a large financial obligation. Very clicks high school environment, the rumor mill has more impact on your career than your production.","Take notice of an employees skill set and promote based on talent not popularity. Stop focusing on making moves to keep disgruntled, non productive employees and instead focus on the employees that don't complain yet continue to perform. Start making business decisions based on what the consumer what's and the economic environment, not the tunnel vision of the outdated CEO.",0,,3,,,blank,blank,blank,7560,https://www.glassdoor.com/Reviews/Abercrombie-and-Fitch-Reviews-E6756.htm,
75,3.0,Current Employee,Fun experience.,/Reviews/Employee-Review-Abercrombie-and-Fitch-RVW1744056.htm,"Jul 17, 2012",,,The discount is a good pro. Flexible availablity is a good pro!,"No many hrs in a work day. Can't get your nails done. And ""have"" to purchase the season styles.",,0,3,1,1,2,negative,positive,neutral,7560,https://www.glassdoor.com/Reviews/Abercrombie-and-Fitch-Reviews-E6756.htm,2
75,3.0,"Former Employee, less than 1 year",MIT program,/Reviews/Employee-Review-Abercrombie-and-Fitch-RVW1746842.htm,"Jul 18, 2012",Manager In Training (MIT),,good management training. You will learn about management and retail management. You follow a strict study guide that really gives you an inside look at the entire company.,"Working with annoying customers, being thrown into the program and opening and closing the store by myself within a couple of weeks of starting.  Also, the hours suck. you will always work weekends and nights at least some of time. The company is really shallow and it's obvious they won't hire people if they're not up to standard with their appearance. When being trained to interview people you will learn that you basically go in the back room and rate people based on their appearance.",hire more people so that MIT's arent forced to open and close on their own so soon.,0,2,4,3,2,positive,neutral,neutral,7560,https://www.glassdoor.com/Reviews/Abercrombie-and-Fitch-Reviews-E6756.htm,3
75,4.0,Current Employee,It is what you expect it to be,/Reviews/Employee-Review-Abercrombie-and-Fitch-RVW1751643.htm,"Jul 19, 2012",,,"Really Easy Job, Not Stressful at all, Easy to make friends","Low pay, boring, same stuff everyday, don't give raises really",Hire less people,0,,,,,blank,blank,blank,7560,https://www.glassdoor.com/Reviews/Abercrombie-and-Fitch-Reviews-E6756.htm,
75,4.0,"Current Employee, less than 1 year",Awesome Place to Work for High School and College Students!,/Reviews/Employee-Review-Abercrombie-and-Fitch-RVW1758732.htm,"Jul 22, 2012",Model,"Memphis, TN","1. Great and fun people to work with who are your age! Even our store manager is young and she's very helpful, cool, and understanding!
2. Easy to transfer if you're a college student
3. If you prove to managers that you are reliable and do your job 100%, you'll get so many hours you will be tempted to tell the store manager to stop giving you so many hours! Many weeks I'm scheduled to work 5 to 6 days! During floor sets our store manager told some employees to come in and work whenever they wanted because she needed so many things done. Floor sets are the best opportunities to get some sick hours take advantage of this if you work there. I got almost 40 hours one week just for working during a floor set.
4. 50% off of the new AAA items and 30% discount on regular priced items (but I don't shop there I just work there)
5. No direct sales and no pressure to sell credit cards, service plans, etc. like other retailers I've worked at (like Macy's, Best Buy, Dillard's).","1. Be ready to work overtime on weekends and holidays. Some days I would be scheduled to work 12 to 5 and ended up working 12 to 8. One day I was scheduled to work 6 to 10 pm and ended up working 1 to 10 pm.
2. Raises are rare at this company due to a high turnover rate and the fact that only young people are working there.
3. Call-in shifts are unreliable and suck because they might need you and they might not.","Retail is retail, but the company should allow more opportunities for employees who have worked there a long time to get raises and then maybe the company's turnover rate won't be so high!",0,3,2,2,2,positive,neutral,neutral,7560,https://www.glassdoor.com/Reviews/Abercrombie-and-Fitch-Reviews-E6756.htm,2
75,2.0,"Former Employee, less than 1 year",One of the worst retail environments to work at,/Reviews/Employee-Review-Abercrombie-and-Fitch-RVW1760768.htm,"Jul 23, 2012",Assistant Store Manager,"Emeryville, CA","Cool co-workers, decent discount for management.","Low pay for level of work, Low-quality of upper management.",Take into account that all stores are not the same and should be expected of the same requirements.,0,2,2,1,3,negative,negative,neutral,7560,https://www.glassdoor.com/Reviews/Abercrombie-and-Fitch-Reviews-E6756.htm,2
75,2.0,"Former Employee, less than 1 year",Learned many good management styles,/Reviews/Employee-Review-Abercrombie-and-Fitch-RVW1761583.htm,"Jul 23, 2012",Merchandise Systems Assistant Manager,"New York, NY",Good discount for managers (40%). Learn many different aspects of how to run a business. Some of the management wants you to succeed.,"Long work weeks over 45 hours, some of the upper level managers micro-manage you. High stress job for retail.",retention!! make it a better work place and offer incentives for your managers/employees and they will stick around longer.,0,1,4,3,3,negative,neutral,negative,7560,https://www.glassdoor.com/Reviews/Abercrombie-and-Fitch-Reviews-E6756.htm,1
75,3.0,"Former Employee, less than 1 year",.,/Reviews/Employee-Review-Abercrombie-and-Fitch-RVW1765741.htm,"Jul 24, 2012",Manager In Training (MIT),,"fun, laid back atmosphere, great MIT program, opportunity for growth","high turnover, poor leadership and pay",,0,4,4,2,1,positive,positive,blank,7560,https://www.glassdoor.com/Reviews/Abercrombie-and-Fitch-Reviews-E6756.htm,4
75,3.0,"Current Employee, less than 1 year","A great company with many opportunities for travel, advancement, and learning.",/Reviews/Employee-Review-Abercrombie-and-Fitch-RVW1766436.htm,"Jul 24, 2012",Visual Assistant Manager,"Los Angeles, CA",The business is incredibly well run.  There are excellent travel opportunities for managers.  The benefits are comprehensive.,The pay is some of the lowest in the industry.,I think many low level employees would appreciate the opportunity to take on more responsibility for in exchange for greater salary compensation.,0,3,5,5,3,positive,neutral,positive,7560,https://www.glassdoor.com/Reviews/Abercrombie-and-Fitch-Reviews-E6756.htm,4
75,3.0,"Former Employee, more than 1 year","ok place for a part-time job if its conveniently close to you, otherwise not worth it",/Reviews/Employee-Review-Abercrombie-and-Fitch-RVW1766793.htm,"Jul 24, 2012",Model/Sales Associate,"Santa Monica, CA",co-workers other can become very good friends and there is decent discount,"bad pay, bad treatment of employees by managers. absurd interviews and questions.",hire better qualified managers,0,3,1,2,2,negative,negative,neutral,7560,https://www.glassdoor.com/Reviews/Abercrombie-and-Fitch-Reviews-E6756.htm,1
75,2.0,"Current Employee, more than 1 year",I only work at Abercrombie because of the flexibility and the friends I have made.,/Reviews/Employee-Review-Abercrombie-and-Fitch-RVW1769578.htm,"Jul 25, 2012",Cashier,"New York, NY","Flexibility, Atmosphere, Teenagers, Discount, Music","Uniform, Management, Fierce, Lighting, Customers",Speak to your associates with more respect. Don't be fake. Be real about everything.,0,3,2,1,2,negative,negative,neutral,7560,https://www.glassdoor.com/Reviews/Abercrombie-and-Fitch-Reviews-E6756.htm,1
76,2.0,"Former Employee, more than 3 years",If your good at kissing butt,/Reviews/Employee-Review-Abercrombie-and-Fitch-RVW1773093.htm,"Jul 25, 2012",Impact Team Member,Pune,"A&F at the Great Mall in Milpitas California was a cool and diverse place to work, especially if your position is Impact.  Managers are always encouraging employees to apply for manager positions so its not hard to grow within the company. you also get first dibbs on new merchandise and","If your buddy buddy with management, it will be your ticket to  get more hours. if you work the hardest and been with the company for 4 years, that won’t guarantee you more  hours over the next person who only been there a month and is lazy but has all the managers liking them and giving away your deserved hours. That’s just the name of the game and if your up to playing it, youll be ok. Yes it’s a  very unfair place to work and they play favorites with employees. If you’re a minority, than that’s an even bigger disadvantage in the workplace. And if your unattractive, well, you’ll most likely do the grunt work in the back as impact.  ( impact was the better position as far as being less stressful. Way more fun than model position and you work with down to earth people). btw,   some weeks you are working like 8 hours a week. lucky if you get 12. hours like this was 4 years ago, i hope its not like that now","Playing favorites brings down employee morale. make all your emplyees feel special and needed. ITS A TEAM! ALso, if you can give employees the benefit of reserving like 2 items for a limited time that would be great",0,3,3,3,2,negative,neutral,neutral,7560,https://www.glassdoor.com/Reviews/Abercrombie-and-Fitch-Reviews-E6756.htm,1
76,3.0,"Current Employee, less than 1 year",Where is my hours?,/Reviews/Employee-Review-Abercrombie-and-Fitch-RVW1773357.htm,"Jul 26, 2012",Impact Team Member,"Los Angeles, CA",- Nice people to work with. at least some of them,"- cutting hours, as low as 3 hours a weel
- feel dispensable sometimes",,0,2,2,2,3,negative,neutral,neutral,7560,https://www.glassdoor.com/Reviews/Abercrombie-and-Fitch-Reviews-E6756.htm,3
76,1.0,"Former Employee, less than 1 year",Flagship store is huge mess,/Reviews/Employee-Review-Abercrombie-and-Fitch-RVW1780877.htm,"Jul 27, 2012",Impact Team Member,"London, England",Flexible hours and meeting new people.,Impact does everything including thinking for the mindless models to help determine what the difference is between a small and large or pink and green.,"Managers are on the same boat as the models in the store, except they have "" authority"" and love to Bragg about the 4 year degree they had to earn to become a manger",0,,,1,,blank,blank,blank,7560,https://www.glassdoor.com/Reviews/Abercrombie-and-Fitch-Reviews-E6756.htm,1
76,5.0,"Former Employee, less than 1 year","fun, interesting and a good time",/Reviews/Employee-Review-Abercrombie-and-Fitch-RVW1789848.htm,"Jul 30, 2012",Sales Associate (Model),Alwar,"Fair employer,
Good salary,
flexibility with studies","Very demanding, not intellectually challenging",More efficient communication within the company regarding small practical issues. Other than the morning motivational speech.,0,4,,4,4,positive,positive,neutral,7560,https://www.glassdoor.com/Reviews/Abercrombie-and-Fitch-Reviews-E6756.htm,4
76,3.0,Current Employee,You work with an amazing group of people who want to help foster your career in retail management.,/Reviews/Employee-Review-Abercrombie-and-Fitch-RVW1790841.htm,"Jul 30, 2012",,,"Great brand, the short shorts and flip flops are always a plus even when your a manager, ok discount","Lots of rules and restrictions , time consuming, easy to move up because of high turnover rate, always trying to employ people because of looks",Pay better!! You can keep a lot if employees who may not actually get to move as fast as they wish but are satisfied because the pay is great and worth the hard work you put in upkeeping a the store,0,2,3,,,blank,blank,blank,7560,https://www.glassdoor.com/Reviews/Abercrombie-and-Fitch-Reviews-E6756.htm,
76,5.0,"Current Employee, more than 1 year",amazing place to start your first job,/Reviews/Employee-Review-Abercrombie-and-Fitch-RVW1798641.htm,"Aug 1, 2012",Impact Team Member,Pune,"friendly and relaxed atmosphere, great place to make new friends, flexible in working hours",salary and discount could be better,more career opportunities,0,5,4,3,5,positive,positive,positive,7560,https://www.glassdoor.com/Reviews/Abercrombie-and-Fitch-Reviews-E6756.htm,5
76,2.0,Current Employee,"Tiring and boring, everyone is annoying",/Reviews/Employee-Review-Abercrombie-and-Fitch-RVW1803486.htm,"Aug 2, 2012",Model,,"decent discount? not even, its only 30%","there are many employees and most of them don't do anything, yet we all get paid the same amount, minimum wage. were supposed to be making the rooms look perfect even though inconsiderate customers keep messing up piles of clothes and at the same time were supposed to be offering friendly customer service. its too stressful and just not worth it at all. the customers are horrible, the employees are dumb/full of themselves, and if you work till close prepare to be folding until at least midnight. the store is always a disaster by the end of the day despite the constant folding we're suppose to be doing.","stop expecting us to stay passed our scheduled times, put more clothes on hangers so there isn't as much folding required, hire based on personality and knowledge rather than looks.",0,1,1,1,1,negative,negative,neutral,7560,https://www.glassdoor.com/Reviews/Abercrombie-and-Fitch-Reviews-E6756.htm,1
76,2.0,"Current Employee, more than 1 year","One person doing the job of 5 people. Low morale, high expectations. Superficial, unprofessional environment.",/Reviews/Employee-Review-Abercrombie-and-Fitch-RVW1805102.htm,"Aug 3, 2012",Store Manager,,"Work with attractive people and the young, partying lifestyle is encouraged","The company constantly sets us up for failure (ie: misprinted documents, little budgeted hours, impossible time limits given for tasks, high turnover rate, etc.) yet expects nothing less than perfection. Individual strengths are not focused on, you are expected to be perfect at every single aspect of the position. Spend so much time doing tedious, pointless tasks that there is no time for customer service. The company sets up policies that prohibit us from truly providing quality customer service (ie: not opening another register unless 5 or more people in line, not holding merchandise for anyone, the loud music, confusing and misleading marketing, only using one set of fitting rooms, customer service cards that only provide an email address, etc.) then we are the ones having to deal with angry people. Ridiculous secret shops in which you get points deducted for having a light burned out, not being able to smell the cologne enough, a size sticker missing or a clothing item unfolded. The company is more about protecting their image and presentation than retaining quality employees and providing sufficient customer service.","Remember what it was like when you worked in a store when doing your walk throughs. Treat your employees like people, otherwise they will treat you just like a paycheck and leave at their first opportunity. You don't have to lower your expectations but you could find a way to focus on each individual's strengths. Encourage the people that work hard and care, and discipline those who don't. Stop doing illegal things like making your employees work off the clock. Work on retaining employees rather than wanting to see new faces all the time. Make the work/life balance better for Store Managers, this will reduce the turnover rate and increase productivity.",0,1,3,,,blank,blank,blank,7560,https://www.glassdoor.com/Reviews/Abercrombie-and-Fitch-Reviews-E6756.htm,
76,4.0,"Former Employee, more than 1 year",fast moving management and fun environment,/Reviews/Employee-Review-Abercrombie-and-Fitch-RVW1805116.htm,"Aug 3, 2012",Store Manager,"Toronto, ON","If you have a four year degree you are eligible for a management in training position which is completed in 10 weeks then you are promoted to an assistant manager then after 6mos-1yr you are probably promoted to a store manager and then GM and DM etc.. The company doesn't hire anyone external who can jump your position, it all starts as a MIT which is great! You make great money, its not commission so it doesn't feel competitive. Great place to work.",You are not required but its basically frowned upon if you do not purchase an outfit from the current fashion season to wear to work. Although they do offer 50% off of that outfit. You have to wear flip flops on the sales floor and that can sometimes hurt your feet during long shifts.,"Encourage your associates to work hard and give positive feedback when they do well! Provide proper training to new associates on folds and following the document placed at each presentation when fixing up a table. Do constant figure 8 throughout the store to ensure everyone is on task and all customers are greeted and helped. Don't take anything personal, especially complaints from customers, which happens at every customer service establishment.",0,3,5,4,4,positive,positive,positive,7560,https://www.glassdoor.com/Reviews/Abercrombie-and-Fitch-Reviews-E6756.htm,4
76,3.0,"Former Employee, less than 1 year",Not too bad for a first part-time job.,/Reviews/Employee-Review-Abercrombie-and-Fitch-RVW1806566.htm,"Aug 3, 2012",Model,"Denver, CO","Super flexible scheduling that you can change on a week-by-week basis. Minimal training required, and the work is very easy.","It can be boring, it sometimes feels like a waste of time to fold and re-fold clothes. Working in the front room is also extremely boring because there's not much to do.",Some of the store managers are better than others. The ones who care about employees and customers do the best job running the store.,0,5,2,2,3,positive,neutral,neutral,7560,https://www.glassdoor.com/Reviews/Abercrombie-and-Fitch-Reviews-E6756.htm,3
77,3.0,"Current Employee, less than 1 year",Improvement in HRM needed,/Reviews/Employee-Review-Abercrombie-and-Fitch-RVW1809873.htm,"Aug 4, 2012",Sales Associate,"Vancouver, BC","-great products; good style and selection of clothing for young adults.
-strong brand reputation","- poor management of human resources and employees
- managers are too young and inexperienced in handling simple tasks such as scheduling shifts or managing sales associates during working hours",- get more experienced managers to run retail stores,0,3,2,1,1,negative,neutral,neutral,7560,https://www.glassdoor.com/Reviews/Abercrombie-and-Fitch-Reviews-E6756.htm,3
77,3.0,"Former Employee, more than 1 year",Getting paid to socialize,/Reviews/Employee-Review-Abercrombie-and-Fitch-RVW1810074.htm,"Aug 4, 2012",Model,"Milpitas, CA","Easy first job, work with young adults-not to mention attractive, feels like a very chill atmosphere, minimum stress, music is usually the latest popular singles, associates are very friendly and outgoing","standing up on your feet in horrible sandals which don't offer foot support, being required to chip in half your paycheck to buy AAA outfits, no opportunities to be promoted unless you have a 4 year degree, stuck at minimum wage FOREVER",,0,4,3,2,3,negative,neutral,neutral,7560,https://www.glassdoor.com/Reviews/Abercrombie-and-Fitch-Reviews-E6756.htm,3
77,3.0,"Current Employee, more than 1 year",Counting down the minutes until I am off work to get out.,/Reviews/Employee-Review-Abercrombie-and-Fitch-RVW1812845.htm,"Aug 5, 2012",Impact Team Member,"Milpitas, CA",Flexible work schedule in the work place,"Horrible customers, annoying music on full blast, minimum wage, and strict work attire.",,0,4,2,3,3,negative,neutral,neutral,7560,https://www.glassdoor.com/Reviews/Abercrombie-and-Fitch-Reviews-E6756.htm,1
77,3.0,"Former Employee, more than 1 year",Broke college student,/Reviews/Employee-Review-Abercrombie-and-Fitch-RVW1816058.htm,"Aug 6, 2012",Impact Team Member,"San Jose, CA","Lots of flexibility for hours, minimal training needed","Hard to get hours, low technology",,0,,,,,blank,blank,blank,7560,https://www.glassdoor.com/Reviews/Abercrombie-and-Fitch-Reviews-E6756.htm,
77,2.0,"Former Employee, more than 1 year",Great job if you don't have any morals and want to feel like you're in a sorority....,/Reviews/Employee-Review-Abercrombie-and-Fitch-RVW1819075.htm,"Aug 7, 2012",Assistant Store Manager,,"~The best thing about the company was the fact that they gave their managers pretty good benefits (health, dental, 401k after a year, etc). 
~You get to dress really casually to work- shorts, dresses, skirts, etc. 
~You don't need prior management or retail experience to be a part of the MIT program
~If you work with the right people, you can have fun at work
~ It's really great to get experience if you want to be in retail management. That's why I worked there, so that I could get my management experience and move on to bigger and better things....","The list is endless but here are some of the top cons...

~TERRIBLE PAY, I think they start you off at 27,000 when you enter into the MIT program and once you are promoted to assistant manager there is no raise whatsoever. Most assistant managers at other companies maybe between 33-40,000 some even more, so the pay is a joke. The raises are a joke too... after working there for over a year I finally got a review and got a ""doing well"" and my raise was about 17 cents per hour... that's less than the part time associates get when they do get a raise which is also a joke because managers have to choose 2 associates ONCE A YEAR to get a 50 cent raise... There are a few bonus opportunities once in a blue moon but the goals are very difficult to reach so the payout is nothing to be thrilled about

~Overtime at the company is another laughing matter. Instead of getting paid time and a half... abercrombie managers get paid HALF time so if you make 14 an hour, overtime would be 7. And you better believe you will work overtime, especially if you are a visual manager or if someone important is coming into town (regional manager,etc). 

~ The company standard is really high so there are ridiculous expectations for managers without any sort incentive asides from looking good on paper. Also, the store isn't given a lot of part time associate hours so its not easy to maintain the standard.  85% of the managers are so lazy that it's usually one manager doing most of the work which can get so frustrating.... that's what happens when you hire managers based on looks rather than skills. But managers are expected to do everything from recruit, interview, hire, thoroughly train associates, to ensure that the store looks PERFECT at all times, including the stockroom, to make sure that anywhere from 10-50+ boxes of shipment (depending on the volume of your store) get done and are put up in the stockroom, to dealing with customers and associates and all the issues that arise, to walk around the store to make sure that no one is stealing, to daily meetings with each associate, etc etc etc..... there really is a lot to it and i could keep going. All of that would be fine if the pay was better. Oh and while you're doing everything, you are also being completely micromanaged because everything you do has a detailed list or description of EXACTLY how they expect you to do it. 

~ That brings me to the next point, the company is SOOOO shallow. Managers and associates are all hired based on looks. The best looking associates reap the greatest benefits which is really unfair. Managers have a recruiting goal where they have to go out and recruit associates and other MITs... aka go up to attractive people and tell them to come work for the company. Interviews are only there for HR purposes because as a manager you can tell if someone will get the job the second they step in the store, it doesn't matter what they say. If you aren't attractive, you can try applying for the part time Impacter position and you MAY be able to get the job, however, it has gotten to the point where the district manager will have an issue even if you hire unattractive impacters. Leave your morals at home if you want to work for this company. If you recruit or hire someone who your DM doesn't think is ""abercrombie standard"" not only do you get yelled at but he or she will make you ""weed them out"" by not scheduling them until they quit. It's sad. 

This is getting a little too long, so I will end with this. The company is DRAMA DRAMA DRAMA all the time. The people that get hired for management are generally just out of college (21-22 year olds) who really have no real world experience. Most are ridiculously immature. Abercrombie makes it a point to have managers recruit MITs who are involved with frats, sororities, sports, etc... so as you can imagine, work can sometimes feel like high school. There is always some sort of gossip going around, some kind of drama, and if you're lucky like I was, even your DM will act like a high school drama queen along with the rest of management. Not to say that everyone was bad, we had a lot of cool, chill managers too, but mostly immature, dramatic ones.","~First off, make the pay competitive, there definitely would not be that much management and PT associate turnover. No one wants to do THAT much work for so little pay. 
~Stop hiring based on looks alone, if you hired smarter, harder working managers, it would definitely pay off in the end & if you paid more, then you'd have more people willing to actually work there and wouldn't have to resort to hiring the first pretty face that walked in the store.",0,4,3,3,2,negative,negative,blank,7560,https://www.glassdoor.com/Reviews/Abercrombie-and-Fitch-Reviews-E6756.htm,1
77,2.0,"Former Employee, more than 1 year",Great job to gain management experience if you have no previous,/Reviews/Employee-Review-Abercrombie-and-Fitch-RVW1821370.htm,"Aug 7, 2012",Store Manager,"Scottsdale, AZ","2 weeks paid vacation, personal and sick days and great management coverage.",Really low salary for the hard work and high expectations. Super strict non-frat policy.,Don't forget what it was like to be in stores!,0,3,4,1,3,negative,neutral,positive,7560,https://www.glassdoor.com/Reviews/Abercrombie-and-Fitch-Reviews-E6756.htm,3
